lang,domain,question,correct_answer,llama31_response,llama33_response,wiki_evidence,similarity_score,hallucination_label,llama31_score,llama33_score,llama31_label,llama33_label,llama31_label_v2,llama31_score_v2,llama33_label_v2,llama33_score_v2,llama31_label_v3,llama31_score_v3,llama31_method_v3,llama33_label_v3,llama33_score_v3,llama33_method_v3
Telugu,Culture,చార్మినార్ ఏ నగరంలో ఉంది?,Hyderabad,హైదరాబాదు.,హైదరాబాద్,"Hyderabad is the capital and largest city of the Indian state of Telangana. It occupies 650 km2 (250 sq mi) on the Deccan Plateau along the banks of the Musi River, in the northern part of South India. With an average altitude of 536 m (1,759 ft), much of Hyderabad is situated on hilly terrain around artificial lakes, including the Hussain Sagar lake, predating the city's founding, in the north of the city centre. According to the 2011 census of India, Hyderabad is the fourth-most populous city in India with a population of 6.9 million residents within the city limits, and has a population of 9.7 million residents in the metropolitan region, making it the sixth-most populous metropolitan area in India.
The Qutb Shahi dynasty's Muhammad Quli Qutb Shah established Hyderabad in 1591 to extend the capital beyond the fortified Golconda. In 1687, the city was annexed by the Mughals. In 1724, Asaf Jah I, the Mughal viceroy, declared his sovereignty and founded the Asaf Jahi dynasty, also known as the Nizams. Hyderabad served as the imperial capital of the Asaf Jahis from 1769 to 1948. As the capital of the princely state of Hyderabad, the city housed the British Residency and cantonment until Indian independence in 1947. Hyderabad was annexed by the Indian Union in 1948 and continued as a capital of Hyderabad State from 1948 to 1956. After the introduction of the States Reorganisation Act of 1956, Hyderabad was made the capital of the newly formed Andhra Pradesh. In 2014, Andhra Pra",,,0.3297,0.379,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.3297,HALLUCINATED,0.379,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Telugu,Culture,తిరుమల తిరుపతి దేవస్థానం ఏ రాష్ట్రంలో ఉంది?,Andhra Pradesh,ఆంధ్రప్రదేశ్.,ఆంధ్రప్రదేశ్,"Andhra Pradesh is a state on the east coast of southern India. It is the seventh-largest state and the tenth-most populous in the country. Telugu, one of the classical languages of India, is the most widely spoken language in the state and serves as its official language. Amaravati is the state capital, and Visakhapatnam is the  largest city. Andhra Pradesh shares borders with Odisha to the northeast, Chhattisgarh to the north, Karnataka to the west, Tamil Nadu to the south, Telangana to northwest and the Bay of Bengal to the east.
According to archaeological evidence, Andhra Pradesh has been continuously inhabited from early archaic hominins through Neolithic settlements. The earliest known reference to the Andhras appears in the Aitareya Brahmana (c. 800 BCE) of the Rigveda. Around 300 BCE, the Andhras living in the Godavari and Krishna river deltas were described by contemprory sources as having military strength only to the Maurya Empire in the Indian subcontinent. The first major Andhra polity was the Satavahana dynasty (2nd century BCE – 2nd century CE), which ruled over the entire Deccan Plateau and extended into western and central India. The Satavahanas established trade relations with the Roman Empire, and according to historian Stanley Wolpert, their capital, Dhanyakataka, may have been the most prosperous city in India during the 2nd century CE. Subsequent major dynasties included the Vishnukundinas, Eastern Chalukyas, Kakatiyas, Vijayanagara Empire, and Qutb Shah",,,0.4125,0.4292,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.4125,HALLUCINATED,0.4292,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Telugu,Personalities,పొట్టి శ్రీరాములు ఎందుకు ప్రసిద్ధులు?,Hunger strike for Andhra state formation,"పొట్టి శ్రీరాములు భారత స్వాతంత్ర్య సమరయోధుడు, సామాజిక సూ",తెలుగు సినిమా పాటల రచయిత.,NOT_FOUND:Hunger strike for Andhra state formation,,,-1.0,-1.0,UNVERIFIABLE,UNVERIFIABLE,UNVERIFIABLE,-1.0,UNVERIFIABLE,-1.0,UNVERIFIABLE,-1.0,no_evidence,UNVERIFIABLE,-1.0,no_evidence
Telugu,Personalities,APJ అబ్దుల్ కలాం ఏ సంవత్సరం జన్మించారు?,1931,1931,1931,"1931 (MCMXXXI) was a common year starting on Thursday of the Gregorian calendar, the 1931st year of the Common Era (CE) and Anno Domini (AD) designations, the 931st  year of the 2nd millennium, the 31st  year of the 20th century, and the  2nd   year of the 1930s decade.",,,0.4909,0.4909,HALLUCINATED,HALLUCINATED,FACTUAL,1.0,FACTUAL,1.0,FACTUAL,1.0,direct_match,FACTUAL,1.0,direct_match
Telugu,Personalities,రవీంద్రనాథ్ టాగూర్‌కు నోబెల్ బహుమతి ఏ సంవత్సరం వచ్చింది?,1913,1913,1913,"1913 (MCMXIII) was a common year starting on Wednesday of the Gregorian calendar and a common year starting on Tuesday of the Julian calendar, the 1913th year of the Common Era (CE) and Anno Domini (AD) designations, the 913th  year of the 2nd millennium, the 13th  year of the 20th century, and the  4th   year of the 1910s decade. As of the start of 1913, the Gregorian calendar was 13 days ahead of the Julian calendar, which remained in localized use until 1923.",,,0.4928,0.4928,HALLUCINATED,HALLUCINATED,FACTUAL,1.0,FACTUAL,1.0,FACTUAL,1.0,direct_match,FACTUAL,1.0,direct_match
Telugu,Personalities,శ్రీశ్రీ అసలు పేరు ఏమిటి?,Srirangam Srinivasa Rao,శ్రీశ్రీ అసలు పేరు శ్రీశ్రీరాములు.,శ్రీశ్రీ అసలు పేరు శ్రీరంగం శ్రీనివాసరావు.,"Srirangam Srinivasa Rao (30 April 1910 – 15 June 1983), popularly known as Sri Sri, was an Indian poet and lyricist who is known for his works in Telugu literature and films. Noted for his anthology Maha Prasthanam, Sri Sri is a recipient of a National Film Award, a Nandi Award and a Sahitya Akademi Award.
He was a member of Pen India, Sahitya Academy, vice-president of the South Indian Film Writers Association, Madras and president of the Revolutionary Writers Association of Andhra.",,,0.5533,0.5713,UNCERTAIN,UNCERTAIN,UNCERTAIN,0.5533,UNCERTAIN,0.5713,UNCERTAIN,0.5533,similarity,FACTUAL,0.9,translated_match
Telugu,Personalities,పి.వి. నరసింహారావు ఏ సంవత్సరం భారత ప్రధానమంత్రి అయ్యారు?,1991,1964-1969,1991,"1991 (MCMXCI) was a common year starting on Tuesday of the Gregorian calendar, the 1991st year of the Common Era (CE) and Anno Domini (AD) designations, the 991st  year of the 2nd millennium, the 91st  year of the 20th century, and the  2nd   year of the 1990s decade.  
It was the final year of the Cold War, which had begun in 1947. Towards the end of the year, the Soviet Union collapsed, leaving fifteen sovereign republics and the CIS in its place. In July 1991, India abandoned its policies of dirigisme, license raj and autarky and began extensive liberalisation to its economy. This increased GDP but also increased income inequality over the next two decades. A UN-authorized coalition force from 34 nations fought against Iraq, which had invaded and annexed Kuwait in the previous year, 1990. The conflict would be called the Gulf War and would mark the beginning of a since-constant American military presence in the Middle East. The clash between Serbia and the other Yugoslav republics would lead into the beginning of the Yugoslav Wars, which ran through the rest of the decade.
In the context of the apartheid, the year after the liberation of political prisoner Nelson Mandela, the Parliament of South Africa repeals the Population Registration Act, 1950, overturning the racial classification of the population, a key component of apartheid.
The year 1991 saw the rise of a ten-year-long boost of the US domestic economy with the Dow Jones Industrial Average remarkably closing in Ap",,,0.3006,0.4109,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.3006,FACTUAL,1.0,HALLUCINATED,0.3006,similarity,FACTUAL,1.0,direct_match
Bengali,History,ভারত কত সালে স্বাধীনতা পেয়েছিল?,1947,১৯৪৭,১৯৪৭ সালে।,"1947 (MCMXLVII) was a common year starting on Wednesday of the Gregorian calendar, the 1947th year of the Common Era (CE) and Anno Domini (AD) designations, the 947th  year of the 2nd millennium, the 47th  year of the 20th century, and the  8th   year of the 1940s decade.  
It was the first year of the Cold War, which would last until 1991, ending with the dissolution of the Soviet Union.",,,0.1985,0.1788,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.1985,HALLUCINATED,0.1788,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Bengali,History,ভারতীয় জাতীয় কংগ্রেস কত সালে প্রতিষ্ঠিত হয়েছিল?,1885,১৮৫৭,১৮৮৫ সালে।,"1885 (MDCCCLXXXV) was a common year starting on Thursday of the Gregorian calendar and a common year starting on Tuesday of the Julian calendar, the 1885th year of the Common Era (CE) and Anno Domini (AD) designations, the 885th  year of the 2nd millennium, the 85th  year of the 19th century, and the  6th   year of the 1880s decade. As of the start of 1885, the Gregorian calendar was 12 days ahead of the Julian calendar, which remained in localized use until 1923.",,,0.0835,0.1834,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.0835,HALLUCINATED,0.1834,HALLUCINATED,0.0835,similarity,FACTUAL,0.9,translated_match
Bengali,History,জালিয়ানওয়ালাবাগ হত্যাকাণ্ড কত সালে হয়েছিল?,1919,১৯৪৭,১৯১৯ সালে,"1919 (MCMXIX) was a common year starting on Wednesday of the Gregorian calendar and a common year starting on Tuesday of the Julian calendar, the 1919th year of the Common Era (CE) and Anno Domini (AD) designations, the 919th  year of the 2nd millennium, the 19th  year of the 20th century, and the  10th  and last year of the 1910s decade. As of the start of 1919, the Gregorian calendar was 13 days ahead of the Julian calendar, which remained in localized use until 1923.",,,0.0572,0.1906,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.0572,HALLUCINATED,0.1906,HALLUCINATED,0.0572,similarity,FACTUAL,0.9,translated_match
Bengali,History,ভারতের প্রথম প্রধানমন্ত্রী কে ছিলেন?,Jawaharlal Nehru,জওহরলাল নেহেরু,জওহরলাল নেহেরু,"Jawaharlal Nehru (14 November 1889 – 27 May 1964) was an Indian anti-colonial nationalist, secular humanist, social democrat, and statesman who was a central figure in India during the middle of the 20th century. Nehru was a principal leader of the Indian nationalist movement in the 1930s and 1940s. Upon India's independence in 1947, he served as the country's first and the longest serving prime minister for 16 years. Nehru promoted parliamentary democracy, secularism, and science and technology during the 1950s, powerfully influencing India's arc as a modern nation. In international affairs, he steered India clear of the two blocs of the Cold War.  A well-regarded author, he wrote books such as Letters from a Father to His Daughter (1929), An Autobiography (1936) and The Discovery of India (1946), that have been read around the world.
The son of Motilal Nehru, a prominent lawyer and Indian nationalist, Jawaharlal Nehru was educated in England—at Harrow School and Trinity College, Cambridge, and trained in the law at the Inner Temple. He became a barrister, returned to India, enrolled at the Allahabad High Court and gradually became interested in national politics, which eventually became a full-time occupation. He joined the Indian National Congress, rose to become the leader of a progressive faction during the 1920s, and eventually of the Congress, receiving the support of Mahatma Gandhi, who was to designate Nehru as his political heir. As Congress president in 1929, Nehru",,,0.3989,0.3989,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.3989,HALLUCINATED,0.3989,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Bengali,History,মহাত্মা গান্ধী কত সালে জন্মগ্রহণ করেছিলেন?,1869,১৮৭৫,১৮৬৯ সালে,"1869 (MDCCCLXIX) was a common year starting on Friday of the Gregorian calendar and a common year starting on Wednesday of the Julian calendar, the 1869th year of the Common Era (CE) and Anno Domini (AD) designations, the 869th  year of the 2nd millennium, the 69th  year of the 19th century, and the  10th  and last year of the 1860s decade. As of the start of 1869, the Gregorian calendar was 12 days ahead of the Julian calendar, which remained in localized use until 1923.",,,0.0904,0.2125,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.0904,HALLUCINATED,0.2125,HALLUCINATED,0.0904,similarity,FACTUAL,0.9,translated_match
Bengali,Geography,ভারতের রাজধানী কী?,New Delhi,নয়াদিল্লি,নয়া দিল্লি,"New Delhi is the capital city of India and a part of the National Capital Territory of Delhi (NCT). New Delhi is the seat of all three branches of the Government of India, hosting the Rashtrapati Bhavan (Presidential Palace), Sansad Bhavan (Parliament House), and the Supreme Court. New Delhi is a municipality within the NCT, administered by the New Delhi Municipal Council (NDMC), which covers mostly Lutyens' Delhi and a few adjacent areas. The municipal area is part of a larger administrative district, the New Delhi district.
Although colloquially Delhi and New Delhi are used interchangeably to refer to the National Capital Territory of Delhi, both are distinct entities, with the municipality and the New Delhi district forming a relatively small part within the megacity of Delhi. The National Capital Region is an even larger entity, comprising the entire NCT along with adjoining districts in the two neighbouring states forming a continuously built-up area with it, including Ghaziabad, Noida, Greater Noida, Meerut, YEIDA City, Gurgaon, and Faridabad.
The foundation stone of New Delhi, south of central Delhi, was laid by George V during the Delhi Durbar of 1911. It was designed by British architects Edwin Lutyens and Herbert Baker. The new capital was inaugurated on 13 February 1931, by Viceroy and Governor-General Irwin.",,,0.418,0.4661,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.418,HALLUCINATED,0.4661,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Bengali,Geography,ভারতের দীর্ঘতম নদী কোনটি?,Ganga,গঙ্গা নদী।,গঙ্গা নদী।,"The Ganges ( GAN-jeez; in India: Ganga,  GUNG-gah; in Bangladesh: Padma,  PUD-mə) is a trans-boundary river of Asia which flows through India and Bangladesh. The 2,525-kilometre-long (1,569 mi) river rises in the western Himalayas in the Indian state of Uttarakhand. It flows south and east through the Gangetic plain of North India, receiving the right-bank tributary, the Yamuna, which also rises in the western Indian Himalayas, and several left-bank tributaries from Nepal that account for the bulk of its flow. In West Bengal, India, a feeder canal taking off from its right bank diverts half of its flow southwards, artificially connecting it to the Hooghly River. The Ganges continues into Bangladesh, its name changing to the Padma. It is then joined by the Jamuna, the lower stream of the Brahmaputra, and eventually the Meghna, forming the major estuary of the Ganges Delta, and emptying into the Bay of Bengal. The Ganges–Brahmaputra–Meghna system is the second-largest river on earth by discharge.
The main stem of the Ganges begins at the town of Devprayag, at the confluence of the Alaknanda, which is the source stream in hydrology on account of its greater length, and the Bhagirathi, which is considered the source stream in Hindu mythology.
The Ganges is a lifeline to hundreds of millions of people who live in its basin and depend on it for their daily needs. It has been important historically, with many former provincial or imperial capitals such as Pataliputra, Kannauj, Sonar",,,0.4755,0.4755,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.4755,HALLUCINATED,0.4755,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Bengali,Geography,ভারতের বৃহত্তম রাজ্য কোনটি?,Rajasthan,রাজস্থান,রাজস্থান,"Rajasthan (Hindi: Rājasthāna, pronounced [ɾaːd͡ʒəsˈtʰaːn] ; lit. 'Land of Kings') is a state in northwestern India. It is the largest Indian state by area and the seventh largest by population. It covers 342,239 square kilometres (132,139 mi2) or 10.4 per cent of India's total geographical area. It is on India's northwestern side, where it comprises most of the wide and inhospitable Thar Desert (also known as the Great Indian Desert) and shares a border with the Pakistani provinces of Punjab to the northwest and Sindh to the west, along the Sutlej-Indus River valley. It is bordered by five other Indian states: Punjab to the north; Haryana and Uttar Pradesh to the northeast; Madhya Pradesh to the southeast; and Gujarat to the southwest. Its geographical location is 23°3' to 30°12' North latitude and 69°30' to 78°17' East longitude, with the Tropic of Cancer passing through its southernmost tip.
Its major features include the ruins of the Indus Valley civilisation at Kalibangan and Balathal, the Dilwara Temples, a Jain pilgrimage site at Rajasthan's only hill station, Mount Abu, in the ancient Aravalli mountain range and eastern Rajasthan, the Keoladeo National Park of Bharatpur, a World Heritage Site known for its bird life. Rajasthan is also home to five national tiger reserves, the Ranthambore National Park in Sawai Madhopur, Sariska Tiger Reserve in Alwar, the Mukundra Hills Tiger Reserve in Kota, Ramgarh Vishdhari Tiger reserve and Karauli Dholpur tiger reserve.
The State ",,,0.4623,0.4623,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.4623,HALLUCINATED,0.4623,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Bengali,Geography,ভারতে কতটি রাজ্য আছে?,28,৩৭,২৮টি রাজ্য এবং ৮টি কেন্দ্রশাসিত অঞ্চল।,"28 or Twenty-eight may refer to:

28 (number), the natural number following 27 and preceding 29.
one of the years 28 BC, AD 28, 1928, 2028",,,0.0517,0.2677,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.0517,HALLUCINATED,0.2677,HALLUCINATED,0.0517,similarity,FACTUAL,0.9,translated_match
Bengali,Geography,পশ্চিমবঙ্গের রাজধানী কী?,Kolkata,কলকাতা।,কলকাতা,"Kolkata, also known as Calcutta (its official name until 2001), is the capital and largest city of the Indian state of West Bengal. It lies on the eastern bank of the Hooghly River, 80 km (50 mi) west of the border with Bangladesh. It is the primary financial and commercial centre of eastern India and one of the gateways to northeastern India. Kolkata is the seventh most populous city in India with an estimated city proper population of 4.5 million while its metropolitan region Kolkata Metropolitan Area is the third most populous metropolitan region of India with a metro population of over 15 million. Kolkata is regarded by many sources as the cultural capital of India and a historically and culturally significant city in the historic region of Bengal.
The three villages that predated Calcutta were ruled by the Nawab of Bengal under Mughal suzerainty. After the Nawab granted the East India Company a trading license in 1690, the area was developed by the Company into Fort William. Nawab Siraj ud-Daulah occupied the fort in 1756 but was defeated at the Battle of Plassey in 1757, after his general Mir Jafar mutinied in support of the company, and was later made the Nawab for a brief time. Under company and later crown rule, Calcutta served as the de facto capital of India until 1911. Calcutta was the second largest city in the British Empire, after London, and was the centre of bureaucracy, politics, law, education, science and the arts in India. The city was associated with man",,,0.4852,0.487,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.4852,HALLUCINATED,0.487,FACTUAL,0.95,manual_review,HALLUCINATED,0.487,similarity
Bengali,Science,জলের রাসায়নিক সূত্র কী?,H2O,H2O,H2O,"Water is an inorganic compound with the chemical formula H2O. It is a transparent, tasteless, odorless, and nearly colorless chemical substance. It is the main constituent of Earth's streams, lakes, and oceans. Water is also the fluid of all known living organisms, in which it acts as a solvent. Water, being a polar molecule, undergoes strong intermolecular hydrogen bonding which is a large contributor to its physical and chemical properties. It is vital for all known forms of life, despite not providing food energy or being an organic micronutrient. Due to its presence in all organisms, its chemical stability, its worldwide abundance, and its strong polarity relative to its small molecular size, water is often referred to as the ""universal solvent"".
Because Earth's surface temperature and pressure is relatively close to water's triple point, water exists on Earth as a solid, a liquid, and a gas. It forms precipitation in the form of rain and aerosols in the form of fog. Clouds consist of suspended droplets of water and ice, its solid state. When finely divided, crystalline ice may precipitate in the form of snow. The gaseous state of water is steam or water vapor.
Water covers about 71% of the Earth's surface, with seas and oceans making up most of the water volume (about 96.5%). Small portions of water occur as groundwater (1.7%), in the glaciers and the ice caps of Antarctica and Greenland (1.7%), and in the air as vapor, clouds (consisting of ice and liquid water suspende",,,0.4831,0.4831,HALLUCINATED,HALLUCINATED,FACTUAL,1.0,FACTUAL,1.0,FACTUAL,1.0,direct_match,FACTUAL,1.0,direct_match
Bengali,Science,আলোর গতি কত?,299792458 metres per second,"আলোর গতি প্রায় 299,792,458 মিটার প্রতি সেকেন্ড।","299,792,458 মিটার প্রতি সেকেন্ড।","The speed of light in vacuum, often called simply the speed of light and commonly denoted c, is a universal physical constant exactly equal to 299792458 m⋅s−1. It is exact because, by international agreement, a metre is defined as the length of the path travelled by light in vacuum during a time interval of 1⁄299792458 second. The value 299,792,458 metres per second is approximately 1 billion kilometres per hour; 700 million miles per hour. For other approximations of c valid for various units and size scales see the infobox.
All forms of electromagnetic radiation, including visible light, travel in vacuum at the speed c as do massless particles and field perturbations, such as gravitational waves. The speed of light is the same for all observers, no matter their relative velocity. As a result, massless particles and waves travel at c in a vacuum regardless of the motion of the source or the inertial reference frame of the observer. The speed of light is the upper limit for the speed at which information, matter, or energy can travel through space. Particles with nonzero rest mass can be accelerated to approach c but can never reach it, regardless of the frame of reference in which their speed is measured.
For long distances and sensitive measurements, the finite speed of light has noticeable effects. Much starlight viewed on Earth is from the distant past, allowing humans to study the history of the universe by viewing distant objects. When communicating with distant space p",,,0.5149,0.456,UNCERTAIN,HALLUCINATED,UNCERTAIN,0.5149,HALLUCINATED,0.456,UNCERTAIN,0.5149,similarity,HALLUCINATED,0.456,similarity
Bengali,Science,মানব শরীরে কতটি হাড় আছে?,206,২৪২টি হাড় আছে।,২০৬টি,"Year 206 (CCVI) was a common year starting on Wednesday of the Julian calendar. At the time, it was known as the Year of the Consulship of Umbrius and Gavius (or, less frequently, year 959 Ab urbe condita). The denomination 206 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years.",,,0.0907,0.0804,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.0907,HALLUCINATED,0.0804,HALLUCINATED,0.0907,similarity,FACTUAL,0.9,translated_match
Bengali,Science,জল কত তাপমাত্রায় ফোটে?,100 degrees Celsius,১০০ ডিগ্রি সেলসিয়াস।,100 ডিগ্রি সেলসিয়াস,NOT_FOUND:100 degrees Celsius,,,-1.0,-1.0,UNVERIFIABLE,UNVERIFIABLE,UNVERIFIABLE,-1.0,FACTUAL,0.95,FACTUAL,0.9,translated_match,FACTUAL,0.95,numeric_match
Bengali,Science,ডিএনএ-র পূর্ণ নাম কী?,Deoxyribonucleic Acid,ডিএনএ-র পূর্ণ নাম হল ডিঅক্সিরিবোনিউক্লিওটাইড নাইট্রেট।,ডিওক্সিরাইবোনিউক্লিক অ্যাসিড,"Deoxyribonucleic acid (; DNA) is a polymer composed of two polynucleotide chains that coil around each other to form a double helix. The polymer carries genetic instructions for the development, functioning, growth and reproduction of all known organisms and many viruses. DNA and ribonucleic acid (RNA) are nucleic acids. Alongside proteins, lipids and complex carbohydrates (polysaccharides), nucleic acids are one of the four major types of macromolecules that are essential for all known forms of life.
The two DNA strands are known as polynucleotides as they are composed of simpler monomeric units called nucleotides. Each nucleotide is composed of one of four nitrogen-containing nucleobases (cytosine [C], guanine [G], adenine [A] or thymine [T]), a sugar called deoxyribose, and a phosphate group. The nucleotides are joined to one another in a chain by covalent bonds (known as the phosphodiester linkage) between the sugar of one nucleotide and the phosphate of the next, resulting in an alternating sugar-phosphate backbone. The nitrogenous bases of the two separate polynucleotide strands are bound together, according to base pairing rules (A with T and C with G), with hydrogen bonds to make double-stranded DNA. The complementary nitrogenous bases are divided into two groups, the single-ringed pyrimidines and the double-ringed purines. In DNA, the pyrimidines are thymine and cytosine; the purines are adenine and guanine.
Both strands of double-stranded DNA store the same biologic",,,0.4558,0.3424,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.4558,HALLUCINATED,0.3424,HALLUCINATED,0.4558,similarity,FACTUAL,0.9,translated_match
Bengali,Constitution,ভারতীয় সংবিধান কবে কার্যকর হয়েছিল?,26 January 1950,২৫ জানুয়ারি ১৯৫০,২৬ জানুয়ারি ১৯৫০,NOT_FOUND:26 January 1950,,,-1.0,-1.0,UNVERIFIABLE,UNVERIFIABLE,UNVERIFIABLE,-1.0,UNVERIFIABLE,-1.0,UNVERIFIABLE,-1.0,no_evidence,FACTUAL,0.9,translated_match
Bengali,Constitution,ভারতীয় সংবিধানের জনক কে?,Dr. B.R. Ambedkar,ভারতীয় সংবিধানের জনক ড. ভি এফ রাও,ডাঃ ভীমরাও আম্বেদকর |,"Bhimrao Ramji Ambedkar (14 April 1891 – 6 December 1956) was an Indian jurist, economist, social reformer and politician who chaired the committee that drafted the Constitution of India based on the debates of the Constituent Assembly of India and the first draft of Sir Benegal Narsing Rau. Ambedkar served as Law and Justice minister in the first cabinet of Jawaharlal Nehru. He later renounced Hinduism and converted to Buddhism, inspiring the Dalit Buddhist movement. He was also a member of the Simon Commission in British India.
After graduating from Elphinstone College, University of Bombay, Ambedkar studied economics at Columbia University and the London School of Economics, receiving doctorates in 1927 and 1923, respectively, and was among a handful of Indian students to have done so at either institution in the 1920s. During his time at Columbia University, Ambedkar came under the influence of John Dewey and his philosophy of pragmatism.  He also trained in the law at Gray's Inn, London.  In his early career, he was an economist, professor, and lawyer. His later life was marked by his political activities; he became involved in campaigning and negotiations for partition, publishing journals, advocating political rights and social freedom for Dalits, and contributing to the establishment of the state of India. In 1956, he converted to Buddhism, initiating mass conversions of Dalits.
In 1990, the Bharat Ratna, India's highest civilian award, was posthumously conferred on Am",,,0.4741,0.2751,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.4741,HALLUCINATED,0.2751,HALLUCINATED,0.4741,similarity,HALLUCINATED,0.2751,similarity
Bengali,Constitution,ভারতের জাতীয় পশু কী?,Bengal Tiger,ভারতের জাতীয় পশু হল হাতি।,বাঘ,"The Bengal tiger is a population of the Panthera tigris tigris subspecies. It ranks among the largest of wild cats. It is distributed from India, southern Nepal, Bangladesh, Bhutan to Southwestern China. Its historical range extended to the Indus Basin until the early 19th century, and it is thought to have been present in the Indian subcontinent since the Late Pleistocene about 12,000 to 16,500 years ago. It is threatened by poaching, habitat loss and habitat fragmentation.
As of 2022, the Bengal tiger population was estimated at 3,167–3,682 individuals in India, 316–355 individuals in Nepal, 131 individuals in Bhutan and around 125 individuals in Bangladesh. It is the national animal of India and Bangladesh.",,,0.3893,0.2676,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.3893,HALLUCINATED,0.2676,HALLUCINATED,0.3893,similarity,HALLUCINATED,0.2676,similarity
Bengali,Constitution,ভারতের জাতীয় সংগীত কে রচনা করেছিলেন?,Rabindranath Tagore,ভারতের জাতীয় সংগীত 'জন গণ মন' কে রবীন্দ্রনাথ ঠাকুর রচনা করেছিলেন।,রবীন্দ্রনাথ ঠাকুর।,"Rabindranath Tagore  (Bengali: [ɾobind̪ɾonat̪ʰ ʈʰakuɾ] ; 7 May 1861 – 7 August 1941), was a Bengali poet, author, playwright, musician, composer, philosopher, social reformer, painter, and one of the foremost figures of the Bengal Renaissance. In 1913, Tagore became the first Asian to win a Nobel Prize in any category, and also the first lyricist and non-European to win the Nobel Prize in Literature. A significant moulder of culture within Bengal and the Indian subcontinent, he wrote and composed the national anthems of India and Bangladesh.
He reshaped Bengali literature and music as well as Indian art with Contextual Modernism in the late 19th and early 20th centuries. He was the author of the ""profoundly sensitive, fresh and beautiful"" poetry of Gitanjali.  Tagore's poetic songs were viewed as spiritual and mercurial; his elegant prose and magical poetry were widely popular in the Indian subcontinent. He was a fellow of the Royal Asiatic Society. Referred to as ""the Bard of Bengal"", Tagore was known by the sobriquets Gurudeb, Kobiguru, and Bishwokobi.
A Bengali Brahmin from Calcutta with ancestral gentry roots in Jessore and Bardhaman districts, Tagore wrote poetry as an eight-year-old. At the age of sixteen, he released his first substantial poems under the pseudonym Bhānusiṃha (""Sun Lion""), which were seized upon by literary authorities as long-lost classics. By 1877 he graduated to his first short stories and dramas, published under his real name. As a humanist, univers",,,0.4906,0.3818,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.4906,HALLUCINATED,0.3818,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Bengali,Constitution,ভারতের প্রথম রাষ্ট্রপতি কে ছিলেন?,Dr. Rajendra Prasad,ড. রাজেন্দ্র প্রসাদ,ডাঃ রাজেন্দ্র প্রসাদ।,"Rajendra Prasad (3 December 1884 – 28 February 1963) was an Indian politician, lawyer, journalist and scholar who served as the first president of India from 1950 to 1962 for two terms. He joined the Indian National Congress during the Indian independence movement and became a major leader from the region of Bihar. A supporter of Mahatma Gandhi, Prasad was imprisoned by British authorities during the Salt Satyagraha of 1930 and the Quit India movement of 1942. After the constituent assembly 1946 elections, Prasad served as 1st Minister of Food and Agriculture in the central government from 1947 to 1948. Upon independence in 1947, Prasad was elected as President of the Constituent Assembly of India, which prepared the Constitution of India and which served as its provisional Parliament.
When India became a republic in 1950, Prasad was elected as its first president by the Constituent Assembly. As president, Prasad established a tradition for non-partisanship and independence for the office-bearer and retired from Congress party politics. Although a ceremonial head of state, Prasad encouraged the development of education in India and advised government on several occasions. In 1957, Prasad was re-elected to the presidency, becoming the only president to serve two full terms. Prasad stayed in office for the longest term of around 12 years. Post the completion of his tenure, he quit the Congress and set up new guidelines for parliamentarians which are still followed.",,,0.447,0.466,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.447,HALLUCINATED,0.466,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
